OrderID,Date,CustomerID,ProductID,Region,Quantity,Revenue
10065,2024-01-03 17:00:00,C0346,P024,BC,3,555
10066,2024-01-03 18:00:00,C0019,P012,Alberta,3,495
10067,2024-01-03 19:00:00,C0039,P043,Ontario,1,214
10068,2024-01-03 20:00:00,C0126,P023,Manitoba,4,532
10069,2024-01-03 21:00:00,C0451,P027,BC,1,176
10070,2024-01-03 22:00:00,C0173,P045,Ontario,3,477
10071,2024-01-03 23:00:00,C0141,P037,Alberta,2,200
10072,2024-01-04 00:00:00,C0242,P006,Alberta,2,378
10073,2024-01-04 01:00:00,C0220,P001,Manitoba,3,750
10074,2024-01-04 02:00:00,C0126,P006,BC,4,736
10075,2024-01-04 03:00:00,C0058,P050,BC,3,459
10076,2024-01-04 04:00:00,C0148,P022,Ontario,1,90
10077,2024-01-04 05:00:00,C0476,P041,Alberta,4,820
10078,2024-01-04 06:00:00,C0456,P024,Alberta,4,688
10079,2024-01-04 07:00:00,C0317,P025,Manitoba,1,149
10080,2024-01-04 08:00:00,C0383,P015,Manitoba,4,324
10081,2024-01-04 09:00:00,C0361,P026,BC,3,471
10082,2024-01-04 10:00:00,C0423,P008,Alberta,3,651
10083,2024-01-04 11:00:00,C0001,P024,Ontario,2,382
10084,2024-01-04 12:00:00,C0387,P048,Quebec,1,232
10085,2024-01-04 13:00:00,C0461,P038,Ontario,4,960
10086,2024-01-04 14:00:00,C0348,P006,Manitoba,4,912
10087,2024-01-04 15:00:00,C0190,P035,Ontario,4,772
10088,2024-01-04 16:00:00,C0191,P042,Alberta,3,666
10089,2024-01-04 17:00:00,C0369,P001,BC,1,238
10090,2024-01-04 18:00:00,C0409,P046,Quebec,3,708
10091,2024-01-04 19:00:00,C0312,P036,BC,4,200
10092,2024-01-04 20:00:00,C0417,P012,Quebec,3,447
10093,2024-01-04 21:00:00,C0422,P038,Quebec,4,844
10094,2024-01-04 22:00:00,C0117,P011,Alberta,4,340
10095,2024-01-04 23:00:00,C0134,P012,Alberta,3,519
10096,2024-01-05 00:00:00,C0058,P042,Manitoba,4,804
10097,2024-01-05 01:00:00,C0044,P050,Manitoba,3,510
10098,2024-01-05 02:00:00,C0173,P039,Quebec,2,220
10099,2024-01-05 03:00:00,C0160,P007,Manitoba,3,630
10100,2024-01-05 04:00:00,C0173,P011,Alberta,2,260
10101,2024-01-05 05:00:00,C0317,P036,Manitoba,2,250
10102,2024-01-05 06:00:00,C0303,P031,Quebec,3,657
10103,2024-01-05 07:00:00,C0149,P033,BC,1,187
10104,2024-01-05 08:00:00,C0080,P013,Ontario,1,215
10105,2024-01-05 09:00:00,C0374,P018,Manitoba,3,294
10106,2024-01-05 10:00:00,C0213,P041,Alberta,3,594
10107,2024-01-05 11:00:00,C0203,P024,BC,4,712
10108,2024-01-05 12:00:00,C0252,P009,Alberta,4,972
10109,2024-01-05 13:00:00,C0229,P031,Manitoba,3,831
10110,2024-01-05 14:00:00,C0164,P041,Quebec,1,165
10111,2024-01-05 15:00:00,C0227,P010,Ontario,4,732
10112,2024-01-05 16:00:00,C0147,P002,Ontario,4,932
10113,2024-01-05 17:00:00,C0020,P038,BC,1,212
10114,2024-01-05 18:00:00,C0441,P015,Ontario,3,345
10115,2024-01-05 19:00:00,C0402,P003,Quebec,1,236
10116,2024-01-05 20:00:00,C0047,P043,Alberta,2,330
10117,2024-01-05 21:00:00,C0233,P031,Quebec,4,864
10118,2024-01-05 22:00:00,C0305,P006,BC,4,968
10119,2024-01-05 23:00:00,C0014,P003,BC,4,876
10120,2024-01-06 00:00:00,C0143,P011,Ontario,1,121
10121,2024-01-06 01:00:00,C0415,P015,Quebec,1,99
10122,2024-01-06 02:00:00,C0001,P045,Alberta,3,561
10123,2024-01-06 03:00:00,C0373,P028,Quebec,4,612
10124,2024-01-06 04:00:00,C0054,P010,Alberta,2,430
10125,2024-01-06 05:00:00,C0374,P038,Alberta,3,714
10126,2024-01-06 06:00:00,C0259,P047,Quebec,1,76
10127,2024-01-06 07:00:00,C0144,P050,Manitoba,2,310
10128,2024-01-06 08:00:00,C0471,P050,Quebec,3,357
10129,2024-01-06 09:00:00,C0441,P007,Alberta,1,144
10130,2024-01-06 10:00:00,C0459,P015,BC,2,298
10131,2024-01-06 11:00:00,C0012,P018,BC,3,180
10132,2024-01-06 12:00:00,C0330,P018,Ontario,2,130
10133,2024-01-06 13:00:00,C0224,P041,BC,1,159
10134,2024-01-06 14:00:00,C0272,P024,Manitoba,3,552
10135,2024-01-06 15:00:00,C0456,P002,Alberta,1,233
10136,2024-01-06 16:00:00,C0358,P040,Quebec,4,644
10137,2024-01-06 17:00:00,C0460,P020,Quebec,4,572
10138,2024-01-06 18:00:00,C0408,P034,Manitoba,2,404
10139,2024-01-06 19:00:00,C0156,P043,BC,4,764
10140,2024-01-06 20:00:00,C0373,P026,Alberta,1,192
10141,2024-01-06 21:00:00,C0008,P007,BC,2,400
10142,2024-01-06 22:00:00,C0122,P038,Ontario,3,720
10143,2024-01-06 23:00:00,C0348,P030,BC,1,106
10144,2024-01-07 00:00:00,C0164,P042,Ontario,3,753
10145,2024-01-07 01:00:00,C0090,P005,Quebec,3,819
10146,2024-01-07 02:00:00,C0136,P011,Alberta,3,294
10147,2024-01-07 03:00:00,C0186,P001,Ontario,3,738
10148,2024-01-07 04:00:00,C0316,P034,BC,1,227
10149,2024-01-07 05:00:00,C0178,P001,BC,4,856
10150,2024-01-07 06:00:00,C0028,P019,Quebec,1,123
10151,2024-01-07 07:00:00,C0220,P002,Manitoba,4,932
10152,2024-01-07 08:00:00,C0357,P021,Manitoba,3,630
10153,2024-01-07 09:00:00,C0041,P020,BC,4,668
10154,2024-01-07 10:00:00,C0228,P023,Manitoba,3,279
10155,2024-01-07 11:00:00,C0192,P021,Alberta,2,298
10156,2024-01-07 12:00:00,C0411,P024,Manitoba,3,519
10157,2024-01-07 13:00:00,C0447,P004,Alberta,4,280
10158,2024-01-07 14:00:00,C0145,P012,BC,2,412
10159,2024-01-07 15:00:00,C0201,P022,BC,2,194
10160,2024-01-07 16:00:00,C0417,P020,BC,3,435
10161,2024-01-07 17:00:00,C0212,P018,Quebec,1,131
10162,2024-01-07 18:00:00,C0461,P001,Manitoba,4,920
10163,2024-01-07 19:00:00,C0220,P030,Ontario,2,258
10164,2024-01-07 20:00:00,C0240,P033,Ontario,1,250
10165,2024-01-07 21:00:00,C0413,P024,BC,3,588
10166,2024-01-07 22:00:00,C0397,P014,Manitoba,3,666
10167,2024-01-07 23:00:00,C0046,P036,Alberta,3,156
10168,2024-01-08 00:00:00,C0035,P005,Ontario,3,792
10169,2024-01-08 01:00:00,C0253,P011,BC,4,444
10170,2024-01-08 02:00:00,C0390,P024,Ontario,2,336
10171,2024-01-08 03:00:00,C0082,P031,Ontario,4,948
10172,2024-01-08 04:00:00,C0371,P013,Ontario,2,536
10173,2024-01-08 05:00:00,C0256,P016,BC,1,82
10174,2024-01-08 06:00:00,C0197,P024,BC,1,165
10175,2024-01-08 07:00:00,C0303,P013,Quebec,2,420
10176,2024-01-08 08:00:00,C0409,P024,Quebec,3,519
10177,2024-01-08 09:00:00,C0450,P026,Quebec,1,152
10178,2024-01-08 10:00:00,C0010,P002,Ontario,4,848
10179,2024-01-08 11:00:00,C0312,P016,Manitoba,2,166
10180,2024-01-08 12:00:00,C0286,P038,BC,1,171
10181,2024-01-08 13:00:00,C0242,P046,Quebec,2,392
10182,2024-01-08 14:00:00,C0251,P001,Manitoba,3,774
10183,2024-01-08 15:00:00,C0365,P049,Quebec,2,414
10184,2024-01-08 16:00:00,C0005,P011,Quebec,1,81
10185,2024-01-08 17:00:00,C0119,P035,Manitoba,2,286
10186,2024-01-08 18:00:00,C0289,P043,Quebec,1,212
10187,2024-01-08 19:00:00,C0374,P029,Ontario,1,226
10188,2024-01-08 20:00:00,C0065,P037,Ontario,1,75
10189,2024-01-08 21:00:00,C0146,P017,Ontario,4,840
10190,2024-01-08 22:00:00,C0224,P039,Alberta,3,483
10191,2024-01-08 23:00:00,C0239,P042,Quebec,3,759
10192,2024-01-09 00:00:00,C0177,P028,Alberta,2,334
10193,2024-01-09 01:00:00,C0267,P029,BC,2,476
10194,2024-01-09 02:00:00,C0341,P043,Manitoba,1,161
10195,2024-01-09 03:00:00,C0282,P003,BC,3,765
10196,2024-01-09 04:00:00,C0063,P010,Alberta,2,402
10197,2024-01-09 05:00:00,C0217,P042,Ontario,2,372
10198,2024-01-09 06:00:00,C0342,P014,Quebec,3,570
10199,2024-01-09 07:00:00,C0315,P012,Quebec,1,204
10200,2024-01-09 08:00:00,C0283,P047,Ontario,2,188
10201,2024-01-09 09:00:00,C0177,P042,Quebec,1,247
10202,2024-01-09 10:00:00,C0461,P030,Manitoba,3,378
10203,2024-01-09 11:00:00,C0417,P032,Manitoba,3,471
10204,2024-01-09 12:00:00,C0098,P032,Manitoba,2,414
10205,2024-01-09 13:00:00,C0105,P042,BC,2,502
10206,2024-01-09 14:00:00,C0099,P032,Ontario,3,561
10207,2024-01-09 15:00:00,C0385,P026,Manitoba,1,153
10208,2024-01-09 16:00:00,C0405,P001,Alberta,1,255
10209,2024-01-09 17:00:00,C0496,P042,Manitoba,4,1012
10210,2024-01-09 18:00:00,C0311,P002,BC,3,711
10211,2024-01-09 19:00:00,C0006,P017,Alberta,2,412
10212,2024-01-09 20:00:00,C0476,P030,Ontario,3,402
10213,2024-01-09 21:00:00,C0465,P039,Ontario,2,332
10214,2024-01-09 22:00:00,C0197,P007,Manitoba,1,216
10215,2024-01-09 23:00:00,C0351,P027,Alberta,2,376
10216,2024-01-10 00:00:00,C0133,P009,Alberta,4,992
10217,2024-01-10 01:00:00,C0358,P022,Manitoba,1,74
10218,2024-01-10 02:00:00,C0259,P034,Manitoba,4,792
10219,2024-01-10 03:00:00,C0437,P046,Quebec,3,765
10220,2024-01-10 04:00:00,C0023,P049,Quebec,2,476
10221,2024-01-10 05:00:00,C0485,P001,Manitoba,1,215
10222,2024-01-10 06:00:00,C0053,P009,BC,2,504
10223,2024-01-10 07:00:00,C0165,P020,Quebec,4,728
10224,2024-01-10 08:00:00,C0202,P019,Manitoba,1,134
10225,2024-01-10 09:00:00,C0458,P036,Alberta,4,424
10226,2024-01-10 10:00:00,C0083,P040,Quebec,1,173
10227,2024-01-10 11:00:00,C0145,P045,BC,3,465
10228,2024-01-10 12:00:00,C0085,P004,Ontario,3,252
10229,2024-01-10 13:00:00,C0078,P009,Alberta,2,588
10230,2024-01-10 14:00:00,C0457,P041,BC,4,600
10231,2024-01-10 15:00:00,C0366,P022,BC,4,436
10232,2024-01-10 16:00:00,C0001,P018,BC,1,69
10233,2024-01-10 17:00:00,C0051,P012,Alberta,3,405
10234,2024-01-10 18:00:00,C0173,P042,BC,2,442
10235,2024-01-10 19:00:00,C0205,P043,Ontario,3,687
10236,2024-01-10 20:00:00,C0260,P039,Quebec,4,484
10237,2024-01-10 21:00:00,C0446,P009,Alberta,2,572
10238,2024-01-10 22:00:00,C0449,P006,BC,3,642
10239,2024-01-10 23:00:00,C0369,P019,Manitoba,3,207
10240,2024-01-11 00:00:00,C0488,P048,Quebec,1,252
10241,2024-01-11 01:00:00,C0288,P047,Alberta,1,136
10242,2024-01-11 02:00:00,C0034,P007,Manitoba,4,664
10243,2024-01-11 03:00:00,C0348,P016,Manitoba,3,273
10244,2024-01-11 04:00:00,C0095,P005,BC,1,209
10245,2024-01-11 05:00:00,C0072,P016,Alberta,3,246
10246,2024-01-11 06:00:00,C0039,P001,BC,2,536
10247,2024-01-11 07:00:00,C0154,P037,Ontario,3,246
10248,2024-01-11 08:00:00,C0250,P039,Manitoba,3,276
10249,2024-01-11 09:00:00,C0162,P019,Ontario,4,416
10250,2024-01-11 10:00:00,C0438,P037,BC,2,194
10251,2024-01-11 11:00:00,C0118,P017,Quebec,2,462
10252,2024-01-11 12:00:00,C0259,P026,Manitoba,1,169
10253,2024-01-11 13:00:00,C0379,P022,Quebec,2,202
10254,2024-01-11 14:00:00,C0306,P008,Alberta,4,828
10255,2024-01-11 15:00:00,C0268,P033,Manitoba,1,232
10256,2024-01-11 16:00:00,C0449,P002,Ontario,3,636
10257,2024-01-11 17:00:00,C0054,P030,Quebec,2,216
10258,2024-01-11 18:00:00,C0236,P047,Alberta,3,345
10259,2024-01-11 19:00:00,C0389,P020,Manitoba,1,144
10260,2024-01-11 20:00:00,C0478,P018,Alberta,2,210
10261,2024-01-11 21:00:00,C0222,P043,Ontario,1,166
10262,2024-01-11 22:00:00,C0251,P010,Manitoba,1,199
10263,2024-01-11 23:00:00,C0313,P024,Alberta,2,362
10264,2024-01-12 00:00:00,C0401,P004,BC,2,232
10265,2024-01-12 01:00:00,C0112,P037,Manitoba,1,112
10266,2024-01-12 02:00:00,C0255,P004,Manitoba,4,556
10267,2024-01-12 03:00:00,C0303,P013,Manitoba,2,520
10268,2024-01-12 04:00:00,C0407,P025,Manitoba,1,166
10269,2024-01-12 05:00:00,C0207,P013,BC,3,735
10270,2024-01-12 06:00:00,C0229,P018,Ontario,3,327
10271,2024-01-12 07:00:00,C0341,P024,BC,2,322
10272,2024-01-12 08:00:00,C0398,P002,BC,2,324
10273,2024-01-12 09:00:00,C0066,P048,Alberta,3,876
10274,2024-01-12 10:00:00,C0075,P033,Quebec,1,251
10275,2024-01-12 11:00:00,C0435,P019,Quebec,1,123
10276,2024-01-12 12:00:00,C0103,P009,Alberta,1,258
10277,2024-01-12 13:00:00,C0422,P028,BC,4,664
10278,2024-01-12 14:00:00,C0192,P035,Alberta,2,276
10279,2024-01-12 15:00:00,C0252,P039,Manitoba,4,380
10280,2024-01-12 16:00:00,C0226,P010,Alberta,4,820
10281,2024-01-12 17:00:00,C0294,P001,Alberta,4,1088
10282,2024-01-12 18:00:00,C0306,P042,Manitoba,4,908
10283,2024-01-12 19:00:00,C0098,P021,Quebec,1,202
10284,2024-01-12 20:00:00,C0338,P009,Manitoba,2,560
10285,2024-01-12 21:00:00,C0286,P047,Ontario,2,252
10286,2024-01-12 22:00:00,C0335,P015,Alberta,4,600
10287,2024-01-12 23:00:00,C0347,P035,Alberta,2,362
10288,2024-01-13 00:00:00,C0435,P005,Quebec,3,753
10289,2024-01-13 01:00:00,C0447,P041,BC,1,226
10290,2024-01-13 02:00:00,C0482,P022,Manitoba,2,200
10291,2024-01-13 03:00:00,C0308,P041,BC,1,199
10292,2024-01-13 04:00:00,C0249,P023,Ontario,3,339
10293,2024-01-13 05:00:00,C0166,P007,Manitoba,1,191
10294,2024-01-13 06:00:00,C0481,P023,Ontario,3,234
10295,2024-01-13 07:00:00,C0472,P044,Ontario,4,548
10296,2024-01-13 08:00:00,C0335,P025,Ontario,2,340
10297,2024-01-13 09:00:00,C0030,P027,Manitoba,4,884
10298,2024-01-13 10:00:00,C0247,P041,Manitoba,2,358
10299,2024-01-13 11:00:00,C0106,P006,Quebec,4,852
10300,2024-01-13 12:00:00,C0051,P034,Alberta,3,699
10301,2024-01-13 13:00:00,C0081,P009,BC,2,494
10302,2024-01-13 14:00:00,C0133,P049,BC,4,924
10303,2024-01-13 15:00:00,C0285,P033,Ontario,1,213
10304,2024-01-13 16:00:00,C0388,P006,Manitoba,1,252
10305,2024-01-13 17:00:00,C0138,P037,Manitoba,4,536
10306,2024-01-13 18:00:00,C0184,P031,Ontario,3,741
10307,2024-01-13 19:00:00,C0401,P034,Alberta,4,976
10308,2024-01-13 20:00:00,C0330,P041,BC,1,184
10309,2024-01-13 21:00:00,C0273,P029,Quebec,2,390
10310,2024-01-13 22:00:00,C0340,P014,Alberta,2,536
10311,2024-01-13 23:00:00,C0472,P036,Manitoba,4,396
10312,2024-01-14 00:00:00,C0069,P036,Ontario,2,226
10313,2024-01-14 01:00:00,C0034,P015,BC,1,81
10314,2024-01-14 02:00:00,C0262,P008,Ontario,2,408
10315,2024-01-14 03:00:00,C0053,P026,Manitoba,4,604
10316,2024-01-14 04:00:00,C0450,P036,Ontario,4,292
10317,2024-01-14 05:00:00,C0205,P048,BC,4,944
10318,2024-01-14 06:00:00,C0126,P021,Ontario,1,147
10319,2024-01-14 07:00:00,C0235,P028,BC,3,543
10320,2024-01-14 08:00:00,C0043,P004,Ontario,2,224
10321,2024-01-14 09:00:00,C0240,P016,Ontario,4,300
10322,2024-01-14 10:00:00,C0459,P022,BC,3,345
10323,2024-01-14 11:00:00,C0371,P012,Ontario,4,744
10324,2024-01-14 12:00:00,C0111,P016,Alberta,4,336
10325,2024-01-14 13:00:00,C0249,P040,Quebec,1,137
10326,2024-01-14 14:00:00,C0151,P038,Alberta,1,202
10327,2024-01-14 15:00:00,C0183,P042,Quebec,3,630
10328,2024-01-14 16:00:00,C0336,P037,Alberta,4,524
10329,2024-01-14 17:00:00,C0095,P029,Quebec,2,502
10330,2024-01-14 18:00:00,C0459,P018,Ontario,2,208
10331,2024-01-14 19:00:00,C0374,P010,BC,2,358
10332,2024-01-14 20:00:00,C0400,P042,BC,3,783
10333,2024-01-14 21:00:00,C0008,P039,Manitoba,1,109
10334,2024-01-14 22:00:00,C0388,P018,Quebec,3,285
10335,2024-01-14 23:00:00,C0360,P001,Manitoba,1,225
10336,2024-01-15 00:00:00,C0388,P039,Manitoba,2,328
10337,2024-01-15 01:00:00,C0184,P021,Quebec,2,374
10338,2024-01-15 02:00:00,C0281,P001,BC,1,222
10339,2024-01-15 03:00:00,C0195,P015,Quebec,2,296
10340,2024-01-15 04:00:00,C0352,P004,Ontario,3,279
10341,2024-01-15 05:00:00,C0195,P020,Manitoba,1,161
10342,2024-01-15 06:00:00,C0155,P010,Manitoba,2,386
10343,2024-01-15 07:00:00,C0093,P023,Quebec,4,248
10344,2024-01-15 08:00:00,C0160,P041,Manitoba,2,434
10345,2024-01-15 09:00:00,C0434,P034,BC,4,944
10346,2024-01-15 10:00:00,C0061,P046,Manitoba,2,372
10347,2024-01-15 11:00:00,C0122,P048,Quebec,4,1096
10348,2024-01-15 12:00:00,C0051,P033,BC,2,510
10349,2024-01-15 13:00:00,C0403,P034,BC,4,972
10350,2024-01-15 14:00:00,C0277,P039,Manitoba,1,159
10351,2024-01-15 15:00:00,C0005,P010,Quebec,1,145
10352,2024-01-15 16:00:00,C0466,P020,Manitoba,4,812
10353,2024-01-15 17:00:00,C0092,P001,Ontario,2,438
10354,2024-01-15 18:00:00,C0170,P013,Ontario,3,696
10355,2024-01-15 19:00:00,C0317,P001,BC,3,747
10356,2024-01-15 20:00:00,C0022,P005,Manitoba,3,654
10357,2024-01-15 21:00:00,C0405,P016,Ontario,3,162
10358,2024-01-15 22:00:00,C0326,P015,Alberta,4,536
10359,2024-01-15 23:00:00,C0001,P049,Ontario,1,207
10360,2024-01-16 00:00:00,C0133,P028,Manitoba,1,137
10361,2024-01-16 01:00:00,C0233,P031,Manitoba,3,756
10362,2024-01-16 02:00:00,C0012,P023,Ontario,1,109
10363,2024-01-16 03:00:00,C0346,P048,Manitoba,4,1068
10364,2024-01-16 04:00:00,C0046,P045,Manitoba,3,636
10365,2024-01-16 05:00:00,C0034,P043,Alberta,4,852
10366,2024-01-16 06:00:00,C0433,P017,BC,4,680
10367,2024-01-16 07:00:00,C0078,P049,Manitoba,2,358
10368,2024-01-16 08:00:00,C0218,P034,Quebec,4,980
10369,2024-01-16 09:00:00,C0301,P013,BC,2,414
10370,2024-01-16 10:00:00,C0411,P014,BC,3,600
10371,2024-01-16 11:00:00,C0073,P011,Quebec,4,356
10372,2024-01-16 12:00:00,C0282,P028,Ontario,1,196
10373,2024-01-16 13:00:00,C0249,P042,Alberta,3,597
10374,2024-01-16 14:00:00,C0047,P032,Manitoba,4,572
10375,2024-01-16 15:00:00,C0121,P035,Ontario,4,700
10376,2024-01-16 16:00:00,C0214,P031,Quebec,1,219
10377,2024-01-16 17:00:00,C0239,P017,Alberta,2,414
10378,2024-01-16 18:00:00,C0056,P047,Alberta,4,552
10379,2024-01-16 19:00:00,C0350,P009,Alberta,4,1052
10380,2024-01-16 20:00:00,C0107,P010,Quebec,1,185
10381,2024-01-16 21:00:00,C0319,P008,Ontario,3,675
10382,2024-01-16 22:00:00,C0048,P021,Manitoba,4,704
10383,2024-01-16 23:00:00,C0061,P013,Alberta,2,422
10384,2024-01-17 00:00:00,C0337,P050,Alberta,2,192
10385,2024-01-17 01:00:00,C0026,P005,Ontario,1,266
10386,2024-01-17 02:00:00,C0292,P006,Alberta,2,490
10387,2024-01-17 03:00:00,C0257,P030,Alberta,4,312
10388,2024-01-17 04:00:00,C0008,P031,Quebec,2,578
10389,2024-01-17 05:00:00,C0113,P017,BC,4,732
10390,2024-01-17 06:00:00,C0355,P011,Ontario,1,92
10391,2024-01-17 07:00:00,C0253,P020,Ontario,2,390
10392,2024-01-17 08:00:00,C0180,P048,Ontario,4,1188
10393,2024-01-17 09:00:00,C0207,P009,Quebec,3,717
10394,2024-01-17 10:00:00,C0303,P002,Quebec,4,652
10395,2024-01-17 11:00:00,C0127,P037,Manitoba,4,476
10396,2024-01-17 12:00:00,C0056,P001,Quebec,1,268
10397,2024-01-17 13:00:00,C0214,P004,Ontario,4,456
10398,2024-01-17 14:00:00,C0014,P036,Manitoba,1,52
10399,2024-01-17 15:00:00,C0474,P025,BC,4,676
10400,2024-01-17 16:00:00,C0028,P003,Alberta,4,972
10401,2024-01-17 17:00:00,C0471,P009,Alberta,4,888
10402,2024-01-17 18:00:00,C0078,P022,Manitoba,1,69
10403,2024-01-17 19:00:00,C0216,P023,BC,4,428
10404,2024-01-17 20:00:00,C0386,P012,Alberta,1,160
10405,2024-01-17 21:00:00,C0365,P010,Manitoba,3,600
10406,2024-01-17 22:00:00,C0154,P034,Quebec,1,197
10407,2024-01-17 23:00:00,C0014,P043,Ontario,3,675
10408,2024-01-18 00:00:00,C0187,P010,BC,1,156
10409,2024-01-18 01:00:00,C0312,P030,Alberta,1,137
10410,2024-01-18 02:00:00,C0371,P022,Ontario,4,288
10411,2024-01-18 03:00:00,C0007,P006,Manitoba,2,362
10412,2024-01-18 04:00:00,C0003,P050,Alberta,2,290
10413,2024-01-18 05:00:00,C0111,P002,Ontario,4,912
10414,2024-01-18 06:00:00,C0407,P030,Quebec,3,342
10415,2024-01-18 07:00:00,C0238,P002,BC,4,944
10416,2024-01-18 08:00:00,C0363,P032,Manitoba,2,380
10417,2024-01-18 09:00:00,C0239,P042,Alberta,1,200
10418,2024-01-18 10:00:00,C0493,P016,Quebec,4,456
10419,2024-01-18 11:00:00,C0274,P012,BC,3,432
10420,2024-01-18 12:00:00,C0294,P001,BC,4,872
10421,2024-01-18 13:00:00,C0227,P008,Quebec,2,516
10422,2024-01-18 14:00:00,C0371,P048,Alberta,1,270
10423,2024-01-18 15:00:00,C0015,P050,BC,2,276
10424,2024-01-18 16:00:00,C0192,P013,Manitoba,2,520
10425,2024-01-18 17:00:00,C0473,P015,Ontario,2,202
10426,2024-01-18 18:00:00,C0119,P044,Manitoba,2,354
10427,2024-01-18 19:00:00,C0485,P008,BC,1,233
10428,2024-01-18 20:00:00,C0028,P010,Ontario,2,412
10429,2024-01-18 21:00:00,C0202,P046,Quebec,3,723
10430,2024-01-18 22:00:00,C0039,P005,Ontario,3,840
10431,2024-01-18 23:00:00,C0441,P050,Ontario,2,314
10432,2024-01-19 00:00:00,C0273,P019,Ontario,3,372
10433,2024-01-19 01:00:00,C0231,P047,BC,2,152
10434,2024-01-19 02:00:00,C0086,P038,Alberta,1,217
10435,2024-01-19 03:00:00,C0474,P011,BC,1,79
10436,2024-01-19 04:00:00,C0126,P043,Alberta,3,606
10437,2024-01-19 05:00:00,C0300,P020,Quebec,3,519
